,Time(ms),Main(mA),Main Voltage(V),,cpu_loop,crossing,count,indexes
20238,560.8250918388367,264.3705302846023,4.1825,,False,23,0,20238
20239,560.8252859115601,340.928545366091,4.1895,,False,23,0,20239
20240,560.8254690170288,282.4058319143761,4.1925,,False,23,0,20240
20241,560.8257150650024,259.34027608854296,4.18925,,False,23,0,20241
20242,560.825868844986,269.5234736073948,4.191,,False,23,0,20242
20243,560.8260807991028,289.3991121381659,4.18475,,False,23,0,20243
20244,560.8262758255005,311.2377766966675,4.189,,False,23,0,20244
20245,560.8264977931976,317.7403004135247,4.18975,,False,23,0,20245
20246,560.8267197608948,290.62600340549744,4.18875,,False,23,0,20246
20247,560.8268799781799,280.9335623935782,4.1915,,False,23,0,20247
20248,560.8270800113678,262.89826076380444,4.1905,,False,23,0,20248
20249,560.8272619247437,268.91002797372903,4.18925,,False,23,0,20249
20250,560.8274688720703,260.935234736074,4.19075,,False,23,0,20250
20251,560.8277080059052,267.1923801994649,4.1895,,False,23,0,20251
20252,560.8278949260712,262.65288251033815,4.18725,,False,23,0,20252
20253,560.8280620574951,265.84279980540015,4.19075,,False,23,0,20253
20254,560.8282649517059,295.90163585502313,4.187,,False,23,0,20254
20255,560.8284759521484,305.96214424714185,4.1865,,False,23,0,20255
20256,560.8287098407745,274.06297129652154,4.18725,,False,23,0,20256
20257,560.8288698196411,270.3822974945269,4.1905,,False,23,0,20257
20258,560.8290667533875,292.2209620530285,4.18775,,False,23,0,20258
20259,560.8292880058289,284.12347968864026,4.18825,,False,23,0,20259
20260,560.8294849395752,338.35207370469476,4.186,,False,23,0,20260
20261,560.829708814621,373.3184748236439,4.1857500000000005,,False,23,0,20261
20262,560.8298718929291,312.21928971053273,4.1857500000000005,,False,23,0,20262
20263,560.8300807476044,298.968864023352,4.1865,,False,23,0,20263
20264,560.8302710056305,295.53356847482365,4.18825,,False,23,0,20264
20265,560.8304767608643,271.24112138165896,4.19,,False,23,0,20265
20266,560.8307089805603,259.2175869618098,4.187,,False,23,0,20266
20267,560.830864906311,265.10666504500125,4.187,,False,23,0,20267
20268,560.83109998703,259.4629652152761,4.18625,,False,23,0,20268
20269,560.8312730789185,279.8293602529798,4.189,,False,23,0,20269
20270,560.8315019607544,260.68985648260764,4.19075,,False,23,0,20270
20271,560.8317227363586,254.3100218924836,4.19025,,False,23,0,20271
20272,560.8318758010864,260.8125456093408,4.187,,False,23,0,20272
20273,560.8320729732513,255.04615665288253,4.188,,False,23,0,20273
20274,560.8322739601135,293.6932315738263,4.1865,,False,23,0,20274
20275,560.8324880599976,307.0663463877402,4.1857500000000005,,False,23,0,20275
20276,560.8327198028564,283.7554123084408,4.18925,,False,23,0,20276
20277,560.8328850269318,289.27642301143277,4.18775,,False,23,0,20277
20278,560.833086013794,255.9049805400146,4.18675,,False,23,0,20278
20279,560.8332679271698,288.0495317441012,4.187,,False,23,0,20279
20280,560.8334867954254,339.33358671855996,4.1825,,False,23,0,20280
20281,560.8337287902832,353.1974580394065,4.187,,False,23,0,20281
20282,560.8338770866394,325.83778277791293,4.187,,False,23,0,20282
